perceptron_id,output
Output_18,0.0008859897
Output_19,0.002360183
Output_20,0.004484882
Output_21,0.0025459246
Output_22,0.0006640925
Output_23,0.0027507835
Output_24,0.0012609041
Output_25,0.0025375725
Output_26,0.0023191692
Output_27,0.0012780557
Output_28,0.0072562043
Output_29,0.0024978137
Output_30,0.0032206292
Output_31,0.0032232248
Output_32,0.0026923937
Output_33,0.002052597
Output_34,0.007962694
Output_35,0.0022842821
Output_36,0.0053284494
Output_37,0.002994301
Output_38,0.0064425073
Output_39,0.005637514
Output_40,0.010994476
Output_41,0.0078036976
Output_42,0.0028462708
Output_43,0.0033811803
Output_44,0.00537623
Output_45,0.0056874286
Output_46,0.0082375845
Output_47,0.0041407696
Output_48,0.0025446145
Output_49,0.006783696
Output_50,0.003005232
Output_51,0.0026472777
Output_52,0.011191292
Output_53,0.0026166192
Output_54,0.0018431161
Output_55,0.0025613273
Output_56,0.0023420183
Output_57,0.02535984
Output_58,0.014168348
Output_59,0.010416553
Output_60,0.0022763105
Output_61,0.017505078
Output_62,0.008882351
Output_63,0.0055697802
Output_64,0.019367833
Output_65,0.001723694
Output_66,0.0024487204
Output_67,0.0028574306
Output_68,0.011621062
Output_69,0.016383093
Output_70,0.0024041426
Output_71,0.024135377
Output_72,0.011737705
Output_73,0.014294617
Output_74,0.010907742
Output_75,0.020800104
Output_76,0.03861899
Output_77,0.0026446912
Output_78,0.00074590807
Output_79,0.0006388382
Output_80,0.0015897184
Output_81,0.001723008
Output_82,0.0006879879
Output_83,0.004406257
Output_84,0.0013710207
Output_85,0.0019683205
Output_86,0.0012689497
Output_87,0.000750451
Output_88,0.0015938348
Output_89,0.0018200972
Output_90,0.0010259337
Output_91,0.001277772
Output_92,0.0031489604
Output_93,0.0009821289
Output_94,0.0007982569
Output_95,0.0017241522
Output_96,0.002317642
Output_97,0.0048341444
Output_98,0.0017880213
Output_99,0.0015659578
Output_100,0.00398983
Output_101,0.0018581366
Output_102,0.003918428
Output_103,0.0030684974
Output_104,0.002567088
Output_105,0.0014598586
Output_106,0.0012229248
Output_107,0.0030184216
Output_108,0.011866981
Output_109,0.0030241157
Output_110,0.007901365
Output_111,0.0035984935
Output_112,0.011010069
Output_113,0.0031028844
Output_114,0.0020457502
Output_115,0.0028164925
Output_116,0.008418423
Output_117,0.013587976
Output_118,0.009900048
Output_119,0.004098947
Output_120,0.0025929397
Output_121,0.022710955
Output_122,0.00268939
Output_123,0.007585523
Output_124,0.00724321
Output_125,0.0024081208
Output_126,0.052987467
Output_127,0.0029336861
Output_128,0.01723876
Output_129,0.03127271
Output_130,0.012713572
Output_131,0.0008211572
Output_132,0.0007821926
Output_133,0.0023987216
Output_134,0.0007484594
Output_135,0.000443383
Output_136,0.001689029
Output_137,0.00094253715
Output_138,0.0027359459
Output_139,0.00065580406
Output_140,0.0007418134
Output_141,0.0022189731
Output_142,0.0023374334
Output_143,0.0020500529
Output_144,0.0008662018
Output_145,0.0016538821
Output_146,0.00081008096
Output_147,0.0008694652
Output_148,0.00092700234
Output_149,0.0022122874
Output_150,0.0013238686
Output_151,0.0018849876
Output_152,0.0024864972
Output_153,0.0013990336
Output_154,0.001968613
Output_155,0.0008793576
Output_156,0.0010348981
Output_157,0.00067347474
Output_158,0.001157882
Output_159,0.002037655
Output_160,0.0027403003
Output_161,0.0015054176
Output_162,0.003229587
Output_163,0.00085667294
Output_164,0.0036683222
Output_165,0.0019827825
Output_166,0.002908856
Output_167,0.0015564535
Output_168,0.0020749527
Output_169,0.004154392
Output_170,0.0009894279
Output_171,0.005609793
Output_172,0.0029056072
Output_173,0.001564442
Output_174,0.0023346273
Output_175,0.0010472016
Output_176,0.0028147148
Output_177,0.0025249973
Output_178,0.0013929348
Output_179,0.0028127378
Output_180,0.003761645
Output_181,0.0022548905
Output_182,0.00061245234
Output_183,0.002951831
Output_184,0.0020912646
Output_185,0.0014819822
Output_186,0.0051552947
Output_187,0.0008701226
Output_188,0.0024322534
Output_189,0.0026070795
Output_190,0.0019042098
Output_191,0.0030986322
Output_192,0.0044364664
Output_193,0.004452515
Output_194,0.0033814867
Output_195,0.0024748722
Output_196,0.0089021595
Output_197,0.004247642
Output_198,0.0036442932
Output_199,0.010801923
Output_200,0.013314071
Output_201,0.004795808
Output_202,0.007892439
Output_203,0.01774207
Output_204,0.0024834073
Output_205,0.010982926
Dense_Embed_0,0.26201633
Dense_Embed_1,0.23709081
Dense_Embed_2,0.46983585
Dense_Embed_3,0.29361364
Dense_Embed_4,-0.2682463
Dense_Embed_5,-0.05773913
Dense_Embed_6,0.1016119
Dense_Embed_7,0.09401805
Dense_Embed_8,-0.09620112
Dense_Embed_9,0.22404851
Dense_Embed_10,-0.13640243
Dense_Embed_11,0.0032251272
Dense_Embed_12,0.20470904
Dense_Embed_13,-0.45290408
Dense_Embed_14,0.04410824
Dense_Embed_15,0.0077447454
Dense_Embed_16,0.23226352
Dense_Embed_17,0.2922071
Dense_Embed_18,-0.12000866
Dense_Embed_19,0.093258575
Dense_Embed_20,-0.4759977
Dense_Embed_21,0.20587328
Dense_Embed_22,-0.012756505
Dense_Embed_23,0.016174002
Dense_Embed_24,-0.35101175
Dense_Embed_25,-0.2798503
Dense_Embed_26,0.6729162
Dense_Embed_27,-0.032663833
Dense_Embed_28,-0.15571323
Dense_Embed_29,-0.5096091
Dense_Embed_30,0.12827377
Dense_Embed_31,-0.57512665
Dense_Embed_32,0.14480625
Dense_Embed_33,-0.050836127
Dense_Embed_34,0.07533123
Dense_Embed_35,0.057789885
Dense_Embed_36,-0.37627026
Dense_Embed_37,0.13787034
Dense_Embed_38,0.12325701
Dense_Embed_39,-0.12746459
Dense_Embed_40,-0.074835524
Dense_Embed_41,0.15476392
Dense_Embed_42,0.3688092
Dense_Embed_43,-0.23717386
Dense_Embed_44,-0.08296276
Dense_Embed_45,-0.26594055
Dense_Embed_46,0.3979039
Dense_Embed_47,0.5763351
Dense_Embed_48,-0.0707441
Dense_Embed_49,0.6082073
Dense_Embed_50,0.13899744
Dense_Embed_51,-0.30611375
Dense_Embed_52,0.08131705
Dense_Embed_53,-0.039698195
Dense_Embed_54,-0.046528276
Dense_Embed_55,0.068646885
Dense_Embed_56,0.031658445
Dense_Embed_57,-0.4668944
Dense_Embed_58,-0.30692115
Dense_Embed_59,-0.06642265
Dense_Embed_60,0.115701295
Dense_Embed_61,-0.30368418
Dense_Embed_62,0.1523301
Dense_Embed_63,-0.12805378
Output_0,0.0024019869
Output_1,0.0052087656
Output_2,0.0021770266
Output_3,0.014533156
Output_4,0.00239767
Output_5,0.041035585
Output_6,0.0012910009
Output_7,0.0011007128
Output_8,0.0065415446
Output_9,0.00091771036
Output_10,0.003150223
Output_11,0.0021264853
Output_12,0.0026333702
Output_13,0.0009942799
Output_14,0.0034694292
Output_15,0.02235091
Output_16,0.0025197181
Output_17,0.0012603222
Output_18,0.0010542127
Output_19,0.0023421631
Output_20,0.027659722
Output_21,0.0019504451
Output_22,0.001680435
Output_23,0.0025645124
Output_24,0.0011706888
Output_25,0.00987474
Output_26,0.002169338
Output_27,0.0051572667
Output_28,0.01050765
Output_29,0.0026290694
Output_30,0.008689223
Output_31,0.0030210807
Output_32,0.0014433543
Output_33,0.0044969134
Output_34,0.002129496
Output_35,0.0027129052
Output_36,0.005416063
Output_37,0.010083995
Output_38,0.0032057085
Output_39,0.010672076
Output_40,0.01559217
Output_41,0.0071162386
Output_42,0.0022894845
Output_43,0.006121638
Output_44,0.002161261
Output_45,0.0026186784
Output_46,0.04188779
Output_47,0.0075082206
Output_48,0.0024174114
Output_49,0.0077738827
Output_50,0.002605412
Output_51,0.0027890531
Output_52,0.047646936
Output_53,0.0029697479
Output_54,0.0020739604
Output_55,0.0026466975
Output_56,0.0024770992
Output_57,0.048778247
Output_58,0.007062994
Output_59,0.005843974
Output_60,0.0021731383
Output_61,0.0027877337
Output_62,0.0038483199
Output_63,0.0013741344
Output_64,0.010077088
Output_65,0.0022595564
Output_66,0.0024368735
Output_67,0.0022402953
Output_68,0.0147317685
Output_69,0.00794956
Output_70,0.002151385
Output_71,0.007783475
Output_72,0.0071705002
Output_73,0.0059213596
Output_74,0.008182776
Output_75,0.014016817
Output_76,0.010911908
Output_77,0.002893878
Output_78,0.0031271363
Output_79,0.002136873
Output_80,0.0025772138
Output_81,0.0017291022
Output_82,0.0008330033
Output_83,0.004872894
Output_84,0.001112199
Output_85,0.0022745621
Output_86,0.0020321081
Output_87,0.0036165041
Output_88,0.0022550346
Output_89,0.0012039463
Output_90,0.0008086178
Output_91,0.0041003413
Output_92,0.0022251408
Output_93,0.0007674964
Output_94,0.004052099
Output_95,0.0057945796
Output_96,0.002014148
Output_97,0.0065281396
Output_98,0.0017263055
Output_99,0.0016690051
Output_100,0.0073543433
Output_101,0.005618806
Output_102,0.0014532374
Output_103,0.0020145946
Output_104,0.008181092
Output_105,0.011381483
Output_106,0.0029828735
Output_107,0.0015933996
Output_108,0.035740983
Output_109,0.0007923261
Output_110,0.009335432
Output_111,0.001223498
Output_112,0.007462032
Output_113,0.013442702
Output_114,0.00079235376
Output_115,0.0024680004
Output_116,0.0026972673
Output_117,0.011759155
Output_118,0.030823091
Output_119,0.007288851
Output_120,0.002498618
Output_121,0.004900267
Output_122,0.0021761241
Output_123,0.0032646316
Output_124,0.008963585
Output_125,0.0018331297
Output_126,0.008408778
Output_127,0.002529965
Output_128,0.019022275
Output_129,0.0028301645
Output_130,0.005894275
Output_131,0.0006456474
Output_132,0.001573417
Output_133,0.0015995464
Output_134,0.0011655631
Output_135,0.00025532147
Output_136,0.0033838346
Output_137,0.0006287006
Output_138,0.0020507236
Output_139,0.00066077034
Output_140,0.00058083725
Output_141,0.0017806771
Output_142,0.0019186097
Output_143,0.0018013802
Output_144,0.0014598101
Output_145,0.0015751352
Output_146,0.00075660046
Output_147,0.0005819392
Output_148,0.00094478065
Output_149,0.002430653
Output_150,0.00159833
Output_151,0.0010792146
Output_152,0.0018479109
Output_153,0.0024796366
Output_154,0.0019721792
Output_155,0.0006475893
Output_156,0.0016208591
Output_157,0.0016439996
Output_158,0.0026743368
Output_159,0.0012132304
Output_160,0.002071862
Output_161,0.0017978626
Output_162,0.0022846549
Output_163,0.0008585364
Output_164,0.0027118842
Output_165,0.002161911
Output_166,0.0026309874
Output_167,0.0026493825
Output_168,0.0016617976
Output_169,0.0048975544
Output_170,0.0020759306
Output_171,0.002591391
Output_172,0.0033062422
Output_173,0.0015065785
Output_174,0.0025930982
Output_175,0.0018163347
Output_176,0.0024440924
Output_177,0.0025540867
Output_178,0.00082280644
Output_179,0.0010192776
Output_180,0.001524028
Output_181,0.0017648969
Output_182,0.0013589791
Output_183,0.00267484
Output_184,0.00079639733
Output_185,0.0031432337
Output_186,0.0020782226
Output_187,0.00060549885
Output_188,0.0021444056
Output_189,0.0026450844
Output_190,0.003969222
Output_191,0.0014803399
Output_192,0.0017986867
Output_193,0.0033332887
Output_194,0.0022314012
Output_195,0.0022134292
Output_196,0.0029370254
Output_197,0.0019030267
Output_198,0.0014695382
Output_199,0.00312003
Output_200,0.0034541737
Output_201,0.0034471494
Output_202,0.0046419664
Output_203,0.0038444877
Output_204,0.002864955
Output_205,0.0013120841
Dense_Embed_0,0.28532344
Dense_Embed_1,-0.035823427
Dense_Embed_2,-0.34241608
Dense_Embed_3,0.24841078
Dense_Embed_4,-0.58547914
Dense_Embed_5,0.3367464
Dense_Embed_6,0.2495429
Dense_Embed_7,-0.34462285
Dense_Embed_8,-0.39796612
Dense_Embed_9,-0.32570714
Dense_Embed_10,0.13472757
Dense_Embed_11,0.103903316
Dense_Embed_12,0.108149216
Dense_Embed_13,-0.90895957
Dense_Embed_14,0.64040613
Dense_Embed_15,0.024067
Dense_Embed_16,-0.4560011
Dense_Embed_17,0.12516817
Dense_Embed_18,-0.40936795
Dense_Embed_19,-0.15173073
Dense_Embed_20,-0.13120236
Dense_Embed_21,0.1845116
Dense_Embed_22,0.5045725
Dense_Embed_23,0.3604457
Dense_Embed_24,-0.06372478
Dense_Embed_25,-0.25296044
Dense_Embed_26,0.35677367
Dense_Embed_27,0.28914386
Dense_Embed_28,-0.4290899
Dense_Embed_29,-0.3536223
Dense_Embed_30,0.024175422
Dense_Embed_31,-0.38835835
Dense_Embed_32,0.5086331
Dense_Embed_33,-0.23577832
Dense_Embed_34,-0.17549855
Dense_Embed_35,-0.14342235
Dense_Embed_36,-0.35133198
Dense_Embed_37,0.118197076
Dense_Embed_38,-0.30694523
Dense_Embed_39,-0.06604306
Dense_Embed_40,0.25118744
Dense_Embed_41,-0.36411658
Dense_Embed_42,0.32651058
Dense_Embed_43,0.35663912
Dense_Embed_44,0.14068887
Dense_Embed_45,0.057429574
Dense_Embed_46,-0.06775528
Dense_Embed_47,0.2748659
Dense_Embed_48,0.038132153
Dense_Embed_49,0.5196999
Dense_Embed_50,0.23353393
Dense_Embed_51,-0.3412768
Dense_Embed_52,-0.30233997
Dense_Embed_53,-0.011297822
Dense_Embed_54,-0.24466203
Dense_Embed_55,-0.33039334
Dense_Embed_56,-0.41951424
Dense_Embed_57,0.06650226
Dense_Embed_58,-0.35182834
Dense_Embed_59,-0.25845766
Dense_Embed_60,-0.041317016
Dense_Embed_61,-0.12803762
Dense_Embed_62,0.3528445
Dense_Embed_63,0.026954576
Output_0,0.003308847
Output_1,0.0013331841
Output_2,0.0031835155
Output_3,0.0013122772
Output_4,0.0039045154
Output_5,0.008584438
Output_6,0.004662883
Output_7,0.0038152987
Output_8,0.028672844
Output_9,0.0070540006
Output_10,0.0021781332
Output_11,0.0030389144
Output_12,0.002959635
Output_13,0.012054971
Output_14,0.022462262
Output_15,0.0026875727
Output_16,0.002903543
Output_17,0.0030097438
Output_18,0.017678807
Output_19,0.0019566368
Output_20,0.007620589
Output_21,0.0028195884
Output_22,0.021028707
Output_23,0.0032135055
Output_24,0.008048631
Output_25,0.020013526
Output_26,0.0032158424
Output_27,0.004231384
Output_28,0.023550222
Output_29,0.0025113132
Output_30,0.014327642
Output_31,0.013984592
Output_32,0.024835953
Output_33,0.01612256
Output_34,0.028397225
Output_35,0.002748191
Output_36,0.003317882
Output_37,0.0016667185
Output_38,0.0024965617
Output_39,0.020090261
Output_40,0.0053813583
Output_41,0.0133233955
Output_42,0.0022675593
Output_43,0.0035746363
Output_44,0.01776607
Output_45,0.011118052
Output_46,0.0062099313
Output_47,0.01393307
Output_48,0.017964685
Output_49,0.001937404
Output_50,0.0030728823
Output_51,0.0028562706
Output_52,0.0028438338
Output_53,0.002970373
Output_54,0.0031225274
Output_55,0.0021825419
Output_56,0.0024086873
Output_57,0.0055902903
Output_58,0.00081428984
Output_59,0.020783579
Output_60,0.0035466948
Output_61,0.0031527618
Output_62,0.0019449915
Output_63,0.0010786873
Output_64,0.0020144756
Output_65,0.0030220805
Output_66,0.0029011688
Output_67,0.0031930644
Output_68,0.0007393413
Output_69,0.0009077746
Output_70,0.0018784659
Output_71,0.0021776797
Output_72,0.004205859
Output_73,0.0029647227
Output_74,0.00220782
Output_75,0.0020878098
Output_76,0.002402383
Output_77,0.0029061679
Output_78,0.0019250027
Output_79,0.0012288999
Output_80,0.0039540958
Output_81,0.005754005
Output_82,0.001074767
Output_83,0.018429123
Output_84,0.0045798696
Output_85,0.01001
Output_86,0.001570528
Output_87,0.004242244
Output_88,0.0017079962
Output_89,0.02478625
Output_90,0.0038333687
Output_91,0.0045736963
Output_92,0.0024915682
Output_93,0.004004252
Output_94,0.0011168187
Output_95,0.0021214432
Output_96,0.0023792172
Output_97,0.0022538549
Output_98,0.0169851
Output_99,0.0019814163
Output_100,0.015880603
Output_101,0.0006460622
Output_102,0.010342223
Output_103,0.001663664
Output_104,0.0014683403
Output_105,0.0055719432
Output_106,0.0026936214
Output_107,0.0027311635
Output_108,0.0022968587
Output_109,0.024745652
Output_110,0.004326514
Output_111,0.0065246844
Output_112,0.0059904284
Output_113,0.0013596577
Output_114,0.0019015617
Output_115,0.0027027247
Output_116,0.012174333
Output_117,0.008475942
Output_118,0.0016663041
Output_119,0.0012622237
Output_120,0.0037363702
Output_121,0.004423048
Output_122,0.003179133
Output_123,0.003205402
Output_124,0.00041152563
Output_125,0.0031446766
Output_126,0.0018950147
Output_127,0.0026718786
Output_128,0.0015057548
Output_129,0.0021400126
Output_130,0.0018217348
Output_131,0.0019640378
Output_132,0.0022298396
Output_133,0.0025033678
Output_134,0.0028481316
Output_135,0.002177237
Output_136,0.0012835426
Output_137,0.001261433
Output_138,0.0031107876
Output_139,0.00043200376
Output_140,0.0014819324
Output_141,0.0050637294
Output_142,0.0027265884
Output_143,0.0034310624
Output_144,0.0025360594
Output_145,0.010184287
Output_146,0.0016863291
Output_147,0.0011697649
Output_148,0.0023325433
Output_149,0.0029525005
Output_150,0.0012573897
Output_151,0.004299817
Output_152,0.0028387958
Output_153,0.0016146785
Output_154,0.0023722593
Output_155,0.005380177
Output_156,0.0012220781
Output_157,0.002232481
Output_158,0.00091756793
Output_159,0.0047158096
Output_160,0.0025208502
Output_161,0.0012120734
Output_162,0.0044773635
Output_163,0.0025611157
Output_164,0.006676588
Output_165,0.0029737814
Output_166,0.0027584466
Output_167,0.0013906903
Output_168,0.0025993425
Output_169,0.008366152
Output_170,0.00076085323
Output_171,0.0010093697
Output_172,0.00084707554
Output_173,0.0072263395
Output_174,0.002509364
Output_175,0.0055915
Output_176,0.0031327968
Output_177,0.0024294974
Output_178,0.0005037652
Output_179,0.0011116042
Output_180,0.0038037891
Output_181,0.0026873513
Output_182,0.00053408154
Output_183,0.00086337246
Output_184,0.0010260441
Output_185,0.00093349523
Output_186,0.008965085
Output_187,0.008771326
Output_188,0.0024913608
Output_189,0.0029874647
Output_190,0.00039694682
Output_191,0.0009581623
Output_192,0.0022877364
Output_193,0.00038928885
Output_194,0.00039481826
Output_195,0.0024968183
Output_196,0.0013094794
Output_197,0.0010507697
Output_198,0.0009819639
Output_199,0.0014906098
Output_200,0.0007082525
Output_201,0.00038466786
Output_202,0.00034916867
Output_203,0.0009863738
Output_204,0.002896029
Output_205,0.0029519869
Dense_Embed_0,-0.06881214
Dense_Embed_1,-0.3071127
Dense_Embed_2,-0.26566452
Dense_Embed_3,-0.072356954
Dense_Embed_4,0.18562399
Dense_Embed_5,0.03960195
Dense_Embed_6,-0.09200351
Dense_Embed_7,-0.23679744
Dense_Embed_8,-0.3300354
Dense_Embed_9,-0.29652873
Dense_Embed_10,0.27528623
Dense_Embed_11,-0.23073848
Dense_Embed_12,-0.057970617
Dense_Embed_13,-0.008779928
Dense_Embed_14,-0.050764486
Dense_Embed_15,0.21819808
Dense_Embed_16,-0.16372244
Dense_Embed_17,-0.2364453
Dense_Embed_18,-0.25996107
Dense_Embed_19,0.18360771
Dense_Embed_20,0.32203075
Dense_Embed_21,-0.6296269
Dense_Embed_22,-0.13441646
Dense_Embed_23,0.12242678
Dense_Embed_24,0.081006214
Dense_Embed_25,0.015479126
Dense_Embed_26,-0.20218374
Dense_Embed_27,0.36499205
Dense_Embed_28,0.16509137
Dense_Embed_29,-0.18770817
Dense_Embed_30,-0.6515138
Dense_Embed_31,0.01051694
Dense_Embed_32,-0.3702224
Dense_Embed_33,0.5160896
Dense_Embed_34,-0.07206255
Dense_Embed_35,0.18739426
Dense_Embed_36,0.25724462
Dense_Embed_37,0.36344725
Dense_Embed_38,-0.17234682
Dense_Embed_39,-0.2550115
Dense_Embed_40,-0.018222705
Dense_Embed_41,-0.04240267
Dense_Embed_42,0.0014359541
Dense_Embed_43,-0.112049766
Dense_Embed_44,-0.04151854
Dense_Embed_45,0.10868161
Dense_Embed_46,-0.07769814
Dense_Embed_47,-0.08470617
Dense_Embed_48,-0.10436474
Dense_Embed_49,-0.2251946
Dense_Embed_50,-0.13229409
Dense_Embed_51,-0.054134138
Dense_Embed_52,0.0316204
Dense_Embed_53,-0.06039465
Dense_Embed_54,0.28839254
Dense_Embed_55,-0.2369723
Dense_Embed_56,0.22333838
Dense_Embed_57,0.13974307
Dense_Embed_58,-0.25255227
Dense_Embed_59,0.29068133
Dense_Embed_60,0.17381915
Dense_Embed_61,0.12106017
Dense_Embed_62,0.14036235
Dense_Embed_63,-0.13901383
Output_0,0.0021650065
Output_1,0.0009999693
Output_2,0.0017882519
Output_3,0.0010234877
Output_4,0.0015831679
Output_5,0.0011473597
Output_6,0.0029448979
Output_7,0.0028740838
Output_8,0.0008912387
Output_9,0.0030178193
Output_10,0.0027934862
Output_11,0.0022745722
Output_12,0.0026261746
Output_13,0.0021945387
Output_14,0.0011815752
Output_15,0.0012002556
Output_16,0.0020857377
Output_17,0.007589872
Output_18,0.0012610424
Output_19,0.0027905595
Output_20,0.0012541851
Output_21,0.0018716045
Output_22,0.0013944416
Output_23,0.0030780137
Output_24,0.00443706
Output_25,0.00067221123
Output_26,0.0035733501
Output_27,0.0013973244
Output_28,0.0009015491
Output_29,0.0017567348
Output_30,0.0013543862
Output_31,0.0022191943
Output_32,0.0025472145
Output_33,0.004658454
Output_34,0.0012697086
Output_35,0.0020261195
Output_36,0.0010253008
Output_37,0.0043233954
Output_38,0.0041827844
Output_39,0.0010193054
Output_40,0.0017035579
Output_41,0.0006406447
Output_42,0.0025218779
Output_43,0.00096503465
Output_44,0.0034772959
Output_45,0.0016569428
Output_46,0.0011853431
Output_47,0.0019236661
Output_48,0.004639537
Output_49,0.0036489225
Output_50,0.0028883712
Output_51,0.0026367141
Output_52,0.0005431186
Output_53,0.0025009832
Output_54,0.0018584285
Output_55,0.0030061987
Output_56,0.0028210224
Output_57,0.0032522844
Output_58,0.0016378426
Output_59,0.0015333808
Output_60,0.0018945845
Output_61,0.0058323354
Output_62,0.001068249
Output_63,0.002272701
Output_64,0.0012916237
Output_65,0.0022582093
Output_66,0.00175595
Output_67,0.0026624175
Output_68,0.00061902823
Output_69,0.001299703
Output_70,0.0017315778
Output_71,0.0017640772
Output_72,0.0022836803
Output_73,0.00113681
Output_74,0.00090290257
Output_75,0.0012723098
Output_76,0.0017534446
Output_77,0.0023810274
Output_78,0.001785324
Output_79,0.001947042
Output_80,0.0011110303
Output_81,0.0077777808
Output_82,0.0051093143
Output_83,0.0011367536
Output_84,0.0028140952
Output_85,0.0057913964
Output_86,0.003257753
Output_87,0.00076518516
Output_88,0.002554932
Output_89,0.0012522286
Output_90,0.0039679627
Output_91,0.0005958595
Output_92,0.0020036078
Output_93,0.0063783634
Output_94,0.006029651
Output_95,0.0046836766
Output_96,0.002422464
Output_97,0.00039043985
Output_98,0.0023398816
Output_99,0.0031305514
Output_100,0.0009940618
Output_101,0.0037541226
Output_102,0.0073285834
Output_103,0.0029449575
Output_104,0.004760637
Output_105,0.0008624645
Output_106,0.0023569688
Output_107,0.0149243865
Output_108,0.0011010835
Output_109,0.0009964845
Output_110,0.0005325718
Output_111,0.0042292876
Output_112,0.0027187143
Output_113,0.0014490802
Output_114,0.0071970094
Output_115,0.0023543213
Output_116,0.002731498
Output_117,0.001314816
Output_118,0.0008198395
Output_119,0.007632178
Output_120,0.0020592196
Output_121,0.0020936686
Output_122,0.0026715598
Output_123,0.002230513
Output_124,0.001649487
Output_125,0.0027845048
Output_126,0.0019122552
Output_127,0.0020126817
Output_128,0.0007194779
Output_129,0.007376865
Output_130,0.0041589555
Output_131,0.005650459
Output_132,0.001076381
Output_133,0.0022682047
Output_134,0.00080339867
Output_135,0.014954138
Output_136,0.0019278728
Output_137,0.017742401
Output_138,0.0017448707
Output_139,0.007698841
Output_140,0.024605501
Output_141,0.0032424824
Output_142,0.0017773566
Output_143,0.0026335006
Output_144,0.0064238496
Output_145,0.002955065
Output_146,0.012067625
Output_147,0.016897965
Output_148,0.010188919
Output_149,0.0017519898
Output_150,0.003308379
Output_151,0.03752465
Output_152,0.0021385374
Output_153,0.01362181
Output_154,0.0014196329
Output_155,0.018997468
Output_156,0.008192553
Output_157,0.0020274906
Output_158,0.0037413968
Output_159,0.0013889887
Output_160,0.0020107203
Output_161,0.014281015
Output_162,0.0031346623
Output_163,0.004442566
Output_164,0.0025348824
Output_165,0.0023701054
Output_166,0.0023330154
Output_167,0.010230496
Output_168,0.0022964494
Output_169,0.0021368647
Output_170,0.009465968
Output_171,0.0020679242
Output_172,0.014122461
Output_173,0.0023878885
Output_174,0.0018616766
Output_175,0.006752565
Output_176,0.0021788392
Output_177,0.0022741025
Output_178,0.01976582
Output_179,0.023159815
Output_180,0.023519082
Output_181,0.0031995415
Output_182,0.007236823
Output_183,0.02269701
Output_184,0.07835111
Output_185,0.0023499338
Output_186,0.00944378
Output_187,0.007888591
Output_188,0.002138176
Output_189,0.0019926366
Output_190,0.007169022
Output_191,0.0046418738
Output_192,0.01129384
Output_193,0.004715034
Output_194,0.0011158581
Output_195,0.0023069957
Output_196,0.0077035874
Output_197,0.0022767077
Output_198,0.008151182
Output_199,0.009681934
Output_200,0.01899199
Output_201,0.009332653
Output_202,0.0018019392
Output_203,0.02695838
Output_204,0.0021397946
Output_205,0.027788166
Dense_Embed_0,0.21960735
Dense_Embed_1,0.0375595
Dense_Embed_2,-0.0061443
Dense_Embed_3,-0.23345818
Dense_Embed_4,0.37534565
Dense_Embed_5,-0.23069075
Dense_Embed_6,-0.25751838
